entry_time,exit_time,side,entry_price,exit_price,exit_reason,pnl_pct
2025-07-02 17:00:00,2025-07-04 17:00:00,SHORT,153.14,146.65,TL,0.04177952200600745
2025-07-05 17:00:00,2025-07-07 17:00:00,LONG,146.68,149.99,TL,0.021966130351786215
2025-07-07 19:00:00,2025-07-09 19:00:00,LONG,150.12,157.27,TL,0.04702856381561421
2025-07-10 18:00:00,2025-07-12 18:00:00,SHORT,160.9,160.29,TL,0.003191174642635262
2025-07-13 22:00:00,2025-07-15 22:00:00,LONG,160.55,162.54,TL,0.011794892556835756
2025-07-16 17:00:00,2025-07-18 05:00:00,SHORT,172.55,182.90300000000002,SL,-0.06060000000000005
2025-07-18 21:00:00,2025-07-20 21:00:00,LONG,175.32,182.32,TL,0.03932699064567648
2025-07-21 04:00:00,2025-07-21 15:00:00,SHORT,186.71,197.91260000000003,SL,-0.0606000000000001
2025-07-22 02:00:00,2025-07-23 13:00:00,SHORT,202.09,189.9646,TP,0.059400000000000064
2025-07-23 15:00:00,2025-07-24 06:00:00,LONG,191.6,180.10399999999998,SL,-0.06060000000000006
2025-07-25 03:00:00,2025-07-26 10:00:00,LONG,178.82,189.5492,TP,0.05940000000000011
2025-07-28 03:00:00,2025-07-29 14:00:00,SHORT,191.56,180.0664,TP,0.05940000000000007
2025-07-29 16:00:00,2025-07-31 16:00:00,LONG,180.81,179.27,TL,-0.009117228029423108
2025-07-31 20:00:00,2025-08-01 14:00:00,LONG,175.31,164.79139999999998,SL,-0.06060000000000012
2025-08-01 21:00:00,2025-08-03 21:00:00,LONG,163.81,162.04,TL,-0.011405201147671145
2025-08-04 01:00:00,2025-08-06 01:00:00,SHORT,164.56,162.86,TL,0.009730578512396625
2025-08-06 15:00:00,2025-08-08 13:00:00,SHORT,167.9,177.97400000000002,SL,-0.06060000000000008
2025-08-09 06:00:00,2025-08-11 06:00:00,SHORT,180.85,184.81,TL,-0.02249659939176117
2025-08-11 12:00:00,2025-08-12 19:00:00,LONG,179.07,189.8142,TP,0.059400000000000036
2025-08-14 03:00:00,2025-08-14 12:00:00,SHORT,207.09,194.66459999999998,TP,0.05940000000000011
2025-08-14 14:00:00,2025-08-16 14:00:00,LONG,194.86,188.82,TL,-0.03159661295288936
2025-08-17 03:00:00,2025-08-18 09:00:00,SHORT,191.54,180.0476,TP,0.059400000000000015
2025-08-19 04:00:00,2025-08-21 01:00:00,LONG,178.52,189.23120000000003,TP,0.0594000000000001
2025-08-21 16:00:00,2025-08-22 14:00:00,LONG,181.65,192.549,TP,0.0594
2025-08-22 16:00:00,2025-08-23 05:00:00,SHORT,193.48,205.0888,SL,-0.060600000000000015
2025-08-24 02:00:00,2025-08-25 10:00:00,SHORT,208.13,195.64219999999997,TP,0.0594000000000001
2025-08-25 21:00:00,2025-08-26 19:00:00,LONG,186.3,197.478,TP,0.05939999999999998
2025-08-29 09:00:00,2025-08-31 09:00:00,LONG,206.81,204.05,TL,-0.013945582902180701
2025-09-01 00:00:00,2025-09-03 00:00:00,LONG,200.62,208.37,TL,0.03803024623666633
2025-09-04 03:00:00,2025-09-06 03:00:00,LONG,208.25,204.07,TL,-0.02067202881152464
2025-09-06 16:00:00,2025-09-08 10:00:00,LONG,201.26,213.3356,TP,0.05940000000000004
2025-09-09 07:00:00,2025-09-11 07:00:00,SHORT,218.43,223.23,TL,-0.02257500343359421
2025-09-11 14:00:00,2025-09-12 22:00:00,SHORT,228.23,241.9238,SL,-0.06060000000000005
2025-09-13 16:00:00,2025-09-15 16:00:00,LONG,239.43,231.39,TL,-0.03417975191078821
2025-09-16 16:00:00,2025-09-18 16:00:00,SHORT,237.79,249.83,TL,-0.051232911392405156
2025-09-18 18:00:00,2025-09-19 15:00:00,SHORT,251.38,236.29719999999998,TP,0.05940000000000008
2025-09-19 18:00:00,2025-09-21 18:00:00,LONG,236.64,238.12,TL,0.005654225828262417
2025-09-22 00:00:00,2025-09-22 06:00:00,LONG,236.16,221.9904,SL,-0.060600000000000015
2025-09-22 08:00:00,2025-09-24 03:00:00,LONG,221.88,208.56719999999999,SL,-0.06060000000000005
2025-09-24 05:00:00,2025-09-25 17:00:00,LONG,208.04,195.55759999999998,SL,-0.060600000000000064
2025-09-26 00:00:00,2025-09-26 23:00:00,LONG,192.73,204.2938,TP,0.05940000000000008
2025-09-28 12:00:00,2025-09-29 14:00:00,LONG,199.86,211.85160000000002,TP,0.05940000000000002
2025-09-30 10:00:00,2025-10-01 12:00:00,LONG,205.89,218.2434,TP,0.059400000000000105
2025-10-02 19:00:00,2025-10-04 19:00:00,SHORT,232.34,226.91,TL,0.022770921924765458
2025-10-05 05:00:00,2025-10-07 05:00:00,SHORT,233.79,233.52,TL,0.000554882586936917
2025-10-07 07:00:00,2025-10-09 07:00:00,LONG,230.43,224.5,TL,-0.026334496376339916
2025-10-09 09:00:00,2025-10-10 19:00:00,LONG,220.0,206.79999999999998,SL,-0.06060000000000008
2025-10-10 21:00:00,2025-10-10 21:00:00,LONG,196.84,185.0296,SL,-0.060600000000000084
2025-10-10 23:00:00,2025-10-11 19:00:00,LONG,189.93,178.5342,SL,-0.06060000000000004
2025-10-11 21:00:00,2025-10-12 14:00:00,LONG,175.56,186.0936,TP,0.059400000000000036
